ID,Seed,Execution,Generation,isChild,isMutant,Integer_encoding,Genotype,Crossover type,Mutation type,Search strategy,Epochs,Accuracy,Loss,FLOPs,CPU_Sec,Num_Params,P1_idx,P2_idx,P1,P2,Before_Mut,HD_P1,HD_P2,HD_BM,Succ_Crossover,Succ_Mutation,Was_invalid
SQGA,1,1,1,False,False,"[1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, -1, 1, 1, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [128, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,1,9,8,10800,9,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,0,0,False
TZLI,1,1,1,False,False,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,1,6,1,0,3,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,0,0,False
SQGA-TZLI(1),1,1,1,True,False,"[1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'CONV': [128, 5]}, {'CONV': [256, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,4,7,5,3600,3,SQGA,TZLI,"[1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, -1, 1, 1, 1, 0, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]",NONE,5,6,-1,0,0,False
SQGA-TZLI(2),1,1,1,True,False,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 2, -1, 1, 1, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,7,1,4,10800,9,SQGA,TZLI,"[1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, -1, 1, 1, 1, 0, 5, 3, 0, 5, 0, 3]","[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]",NONE,6,5,-1,0,0,False
TZLI,1,1,1,False,False,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,1,6,1,0,3,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,2,0,False
GZID,1,1,1,False,False,"[1, 0, 1, 1, 2, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,2,2,2,7200,5,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,2,0,False
TZLI-GZID(1),1,1,1,True,False,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,4,6,8,7200,0,TZLI,GZID,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 5, 1, 0, 5, 0, 3]",NONE,5,3,-1,2,0,False
TZLI-GZID(2),1,1,1,True,False,"[1, 0, 1, 1, 2, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,2,4,7,0,10,TZLI,GZID,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[1, 0, 1, 1, 2, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 5, 1, 0, 5, 0, 3]",NONE,3,5,-1,2,0,False
GZID,1,1,1,False,False,"[1, 0, 1, 1, 2, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,2,2,2,7200,5,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,2,0,False
TZLI,1,1,1,False,False,"[1, 1, 0, 1, 1, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",SPC,L_MODIFY_PARAMS,GA,8,1,6,1,0,3,NONE,NONE,NONE,NONE,NONE,-1,-1,-1,2,0,False
